QUERY_ID,USER_NAME,START_TIME,QUERY_TEXT
01ba7cd0-0000-bcb8-0000-00014e76a1b1,RIYA98,2025-02-18 18:24:57.415 -0800,"MERGE  INTO HARMONIZED.ORDERS USING ( SELECT ""ORDER_ID"" AS ""r_m02z_ORDER_ID"", ""TRUCK_ID"" AS ""r_m02z_TRUCK_ID"", ""ORDER_TS"" AS ""r_m02z_ORDER_TS"", ""ORDER_TS_DATE"" AS ""r_m02z_ORDER_TS_DATE"", ""ORDER_DETAIL_ID"" AS ""r_m02z_ORDER_DETAIL_ID"", ""LINE_NUMBER"" AS ""r_m02z_LINE_NUMBER"", ""TRUCK_BRAND_NAME"" AS ""r_m02z_TRUCK_BRAND_NAME"", ""MENU_TYPE"" AS ""r_m02z_MENU_TYPE"", ""PRIMARY_CITY"" AS ""r_m02z_PRIMARY_CITY"", ""REGION"" AS ""r_m02z_REGION"", ""COUNTRY"" AS ""r_m02z_COUNTRY"", ""FRANCHISE_FLAG"" AS ""r_m02z_FRANCHISE_FLAG"", ""FRANCHISE_ID"" AS ""r_m02z_FRANCHISE_ID"", ""FRANCHISEE_FIRST_NAME"" AS ""r_m02z_FRANCHISEE_FIRST_NAME"", ""FRANCHISEE_LAST_NAME"" AS ""r_m02z_FRANCHISEE_LAST_NAME"", ""LOCATION_ID"" AS ""r_m02z_LOCATION_ID"", ""MENU_ITEM_ID"" AS ""r_m02z_MENU_ITEM_ID"", ""MENU_ITEM_NAME"" AS ""r_m02z_MENU_ITEM_NAME"", ""QUANTITY"" AS ""r_m02z_QUANTITY"", ""UNIT_PRICE"" AS ""r_m02z_UNIT_PRICE"", ""PRICE"" AS ""r_m02z_PRICE"", ""ORDER_AMOUNT"" AS ""r_m02z_ORDER_AMOUNT"", ""ORDER_TAX_AMOUNT"" AS ""r_m02z_ORDER_TAX_AMOUNT"", ""ORDER_DISCOUNT_AMOUNT"" AS ""r_m02z_ORDER_DISCOUNT_AMOUNT"", ""ORDER_TOTAL"" AS ""r_m02z_ORDER_TOTAL"", ""METADATA$ROW_ID"" AS ""METADATA$ROW_ID"", ""METADATA$ACTION"" AS ""METADATA$ACTION"", ""METADATA$ISUPDATE"" AS ""METADATA$ISUPDATE"" FROM HARMONIZED.POS_FLATTENED_V_STREAM) ON (""ORDER_DETAIL_ID"" = ""r_m02z_ORDER_DETAIL_ID"") WHEN  MATCHED  THEN  UPDATE  SET ""ORDER_ID"" = ""r_m02z_ORDER_ID"", ""TRUCK_ID"" = ""r_m02z_TRUCK_ID"", ""ORDER_TS"" = ""r_m02z_ORDER_TS"", ""ORDER_TS_DATE"" = ""r_m02z_ORDER_TS_DATE"", ""ORDER_DETAIL_ID"" = ""r_m02z_ORDER_DETAIL_ID"", ""LINE_NUMBER"" = ""r_m02z_LINE_NUMBER"", ""TRUCK_BRAND_NAME"" = ""r_m02z_TRUCK_BRAND_NAME"", ""MENU_TYPE"" = ""r_m02z_MENU_TYPE"", ""PRIMARY_CITY"" = ""r_m02z_PRIMARY_CITY"", ""REGION"" = ""r_m02z_REGION"", ""COUNTRY"" = ""r_m02z_COUNTRY"", ""FRANCHISE_FLAG"" = ""r_m02z_FRANCHISE_FLAG"", ""FRANCHISE_ID"" = ""r_m02z_FRANCHISE_ID"", ""FRANCHISEE_FIRST_NAME"" = ""r_m02z_FRANCHISEE_FIRST_NAME"", ""FRANCHISEE_LAST_NAME"" = ""r_m02z_FRANCHISEE_LAST_NAME"", ""LOCATION_ID"" = ""r_m02z_LOCATION_ID"", ""MENU_ITEM_ID"" = ""r_m02z_MENU_ITEM_ID"", ""MENU_ITEM_NAME"" = ""r_m02z_MENU_ITEM_NAME"", ""QUANTITY"" = ""r_m02z_QUANTITY"", ""UNIT_PRICE"" = ""r_m02z_UNIT_PRICE"", ""PRICE"" = ""r_m02z_PRICE"", ""ORDER_AMOUNT"" = ""r_m02z_ORDER_AMOUNT"", ""ORDER_TAX_AMOUNT"" = ""r_m02z_ORDER_TAX_AMOUNT"", ""ORDER_DISCOUNT_AMOUNT"" = ""r_m02z_ORDER_DISCOUNT_AMOUNT"", ""ORDER_TOTAL"" = ""r_m02z_ORDER_TOTAL"", ""META_UPDATED_AT"" = current_timestamp() WHEN  NOT  MATCHED  THEN  INSERT (""ORDER_ID"", ""TRUCK_ID"", ""ORDER_TS"", ""ORDER_TS_DATE"", ""ORDER_DETAIL_ID"", ""LINE_NUMBER"", ""TRUCK_BRAND_NAME"", ""MENU_TYPE"", ""PRIMARY_CITY"", ""REGION"", ""COUNTRY"", ""FRANCHISE_FLAG"", ""FRANCHISE_ID"", ""FRANCHISEE_FIRST_NAME"", ""FRANCHISEE_LAST_NAME"", ""LOCATION_ID"", ""MENU_ITEM_ID"", ""MENU_ITEM_NAME"", ""QUANTITY"", ""UNIT_PRICE"", ""PRICE"", ""ORDER_AMOUNT"", ""ORDER_TAX_AMOUNT"", ""ORDER_DISCOUNT_AMOUNT"", ""ORDER_TOTAL"", ""META_UPDATED_AT"") VALUES (""r_m02z_ORDER_ID"", ""r_m02z_TRUCK_ID"", ""r_m02z_ORDER_TS"", ""r_m02z_ORDER_TS_DATE"", ""r_m02z_ORDER_DETAIL_ID"", ""r_m02z_LINE_NUMBER"", ""r_m02z_TRUCK_BRAND_NAME"", ""r_m02z_MENU_TYPE"", ""r_m02z_PRIMARY_CITY"", ""r_m02z_REGION"", ""r_m02z_COUNTRY"", ""r_m02z_FRANCHISE_FLAG"", ""r_m02z_FRANCHISE_ID"", ""r_m02z_FRANCHISEE_FIRST_NAME"", ""r_m02z_FRANCHISEE_LAST_NAME"", ""r_m02z_LOCATION_ID"", ""r_m02z_MENU_ITEM_ID"", ""r_m02z_MENU_ITEM_NAME"", ""r_m02z_QUANTITY"", ""r_m02z_UNIT_PRICE"", ""r_m02z_PRICE"", ""r_m02z_ORDER_AMOUNT"", ""r_m02z_ORDER_TAX_AMOUNT"", ""r_m02z_ORDER_DISCOUNT_AMOUNT"", ""r_m02z_ORDER_TOTAL"", current_timestamp())"
01ba7cf4-0000-bc78-0000-00014e764229,RIYA98,2025-02-18 19:00:02.001 -0800,"show terse SCHEMAS in DATABASE IDENTIFIER('""HOL_DB""') limit 1001"
01ba7cd4-0000-bc78-0000-00014e7641b9,RIYA98,2025-02-18 18:28:27.494 -0800,"MERGE  INTO HARMONIZED.ORDERS USING ( SELECT ""ORDER_ID"" AS ""r_0001_ORDER_ID"", ""TRUCK_ID"" AS ""r_0001_TRUCK_ID"", ""ORDER_TS"" AS ""r_0001_ORDER_TS"", ""ORDER_TS_DATE"" AS ""r_0001_ORDER_TS_DATE"", ""ORDER_DETAIL_ID"" AS ""r_0001_ORDER_DETAIL_ID"", ""LINE_NUMBER"" AS ""r_0001_LINE_NUMBER"", ""TRUCK_BRAND_NAME"" AS ""r_0001_TRUCK_BRAND_NAME"", ""MENU_TYPE"" AS ""r_0001_MENU_TYPE"", ""PRIMARY_CITY"" AS ""r_0001_PRIMARY_CITY"", ""REGION"" AS ""r_0001_REGION"", ""COUNTRY"" AS ""r_0001_COUNTRY"", ""FRANCHISE_FLAG"" AS ""r_0001_FRANCHISE_FLAG"", ""FRANCHISE_ID"" AS ""r_0001_FRANCHISE_ID"", ""FRANCHISEE_FIRST_NAME"" AS ""r_0001_FRANCHISEE_FIRST_NAME"", ""FRANCHISEE_LAST_NAME"" AS ""r_0001_FRANCHISEE_LAST_NAME"", ""LOCATION_ID"" AS ""r_0001_LOCATION_ID"", ""MENU_ITEM_ID"" AS ""r_0001_MENU_ITEM_ID"", ""MENU_ITEM_NAME"" AS ""r_0001_MENU_ITEM_NAME"", ""QUANTITY"" AS ""r_0001_QUANTITY"", ""UNIT_PRICE"" AS ""r_0001_UNIT_PRICE"", ""PRICE"" AS ""r_0001_PRICE"", ""ORDER_AMOUNT"" AS ""r_0001_ORDER_AMOUNT"", ""ORDER_TAX_AMOUNT"" AS ""r_0001_ORDER_TAX_AMOUNT"", ""ORDER_DISCOUNT_AMOUNT"" AS ""r_0001_ORDER_DISCOUNT_AMOUNT"", ""ORDER_TOTAL"" AS ""r_0001_ORDER_TOTAL"", ""METADATA$ROW_ID"" AS ""METADATA$ROW_ID"", ""METADATA$ACTION"" AS ""METADATA$ACTION"", ""METADATA$ISUPDATE"" AS ""METADATA$ISUPDATE"" FROM HARMONIZED.POS_FLATTENED_V_STREAM) ON (""ORDER_DETAIL_ID"" = ""r_0001_ORDER_DETAIL_ID"") WHEN  MATCHED  THEN  UPDATE  SET ""ORDER_ID"" = ""r_0001_ORDER_ID"", ""TRUCK_ID"" = ""r_0001_TRUCK_ID"", ""ORDER_TS"" = ""r_0001_ORDER_TS"", ""ORDER_TS_DATE"" = ""r_0001_ORDER_TS_DATE"", ""ORDER_DETAIL_ID"" = ""r_0001_ORDER_DETAIL_ID"", ""LINE_NUMBER"" = ""r_0001_LINE_NUMBER"", ""TRUCK_BRAND_NAME"" = ""r_0001_TRUCK_BRAND_NAME"", ""MENU_TYPE"" = ""r_0001_MENU_TYPE"", ""PRIMARY_CITY"" = ""r_0001_PRIMARY_CITY"", ""REGION"" = ""r_0001_REGION"", ""COUNTRY"" = ""r_0001_COUNTRY"", ""FRANCHISE_FLAG"" = ""r_0001_FRANCHISE_FLAG"", ""FRANCHISE_ID"" = ""r_0001_FRANCHISE_ID"", ""FRANCHISEE_FIRST_NAME"" = ""r_0001_FRANCHISEE_FIRST_NAME"", ""FRANCHISEE_LAST_NAME"" = ""r_0001_FRANCHISEE_LAST_NAME"", ""LOCATION_ID"" = ""r_0001_LOCATION_ID"", ""MENU_ITEM_ID"" = ""r_0001_MENU_ITEM_ID"", ""MENU_ITEM_NAME"" = ""r_0001_MENU_ITEM_NAME"", ""QUANTITY"" = ""r_0001_QUANTITY"", ""UNIT_PRICE"" = ""r_0001_UNIT_PRICE"", ""PRICE"" = ""r_0001_PRICE"", ""ORDER_AMOUNT"" = ""r_0001_ORDER_AMOUNT"", ""ORDER_TAX_AMOUNT"" = ""r_0001_ORDER_TAX_AMOUNT"", ""ORDER_DISCOUNT_AMOUNT"" = ""r_0001_ORDER_DISCOUNT_AMOUNT"", ""ORDER_TOTAL"" = ""r_0001_ORDER_TOTAL"", ""META_UPDATED_AT"" = current_timestamp() WHEN  NOT  MATCHED  THEN  INSERT (""ORDER_ID"", ""TRUCK_ID"", ""ORDER_TS"", ""ORDER_TS_DATE"", ""ORDER_DETAIL_ID"", ""LINE_NUMBER"", ""TRUCK_BRAND_NAME"", ""MENU_TYPE"", ""PRIMARY_CITY"", ""REGION"", ""COUNTRY"", ""FRANCHISE_FLAG"", ""FRANCHISE_ID"", ""FRANCHISEE_FIRST_NAME"", ""FRANCHISEE_LAST_NAME"", ""LOCATION_ID"", ""MENU_ITEM_ID"", ""MENU_ITEM_NAME"", ""QUANTITY"", ""UNIT_PRICE"", ""PRICE"", ""ORDER_AMOUNT"", ""ORDER_TAX_AMOUNT"", ""ORDER_DISCOUNT_AMOUNT"", ""ORDER_TOTAL"", ""META_UPDATED_AT"") VALUES (""r_0001_ORDER_ID"", ""r_0001_TRUCK_ID"", ""r_0001_ORDER_TS"", ""r_0001_ORDER_TS_DATE"", ""r_0001_ORDER_DETAIL_ID"", ""r_0001_LINE_NUMBER"", ""r_0001_TRUCK_BRAND_NAME"", ""r_0001_MENU_TYPE"", ""r_0001_PRIMARY_CITY"", ""r_0001_REGION"", ""r_0001_COUNTRY"", ""r_0001_FRANCHISE_FLAG"", ""r_0001_FRANCHISE_ID"", ""r_0001_FRANCHISEE_FIRST_NAME"", ""r_0001_FRANCHISEE_LAST_NAME"", ""r_0001_LOCATION_ID"", ""r_0001_MENU_ITEM_ID"", ""r_0001_MENU_ITEM_NAME"", ""r_0001_QUANTITY"", ""r_0001_UNIT_PRICE"", ""r_0001_PRICE"", ""r_0001_ORDER_AMOUNT"", ""r_0001_ORDER_TAX_AMOUNT"", ""r_0001_ORDER_DISCOUNT_AMOUNT"", ""r_0001_ORDER_TOTAL"", current_timestamp())"
01ba7cf6-0000-bc78-0000-00014e76423d,RIYA98,2025-02-18 19:02:24.284 -0800,SELECT SYSDATE()
01ba7cd4-0000-bc78-0000-00014e7641bd,RIYA98,2025-02-18 18:28:28.999 -0800,ALTER WAREHOUSE HOL_WH SET WAREHOUSE_SIZE = XSMALL
01ba7cf5-0000-bc71-0000-00014e763285,RIYA98,2025-02-18 19:01:15.807 -0800,"SELECT CURRENT_ROLE() as ROLE, CURRENT_SECONDARY_ROLES() as SECONDARY_ROLES, CURRENT_DATABASE() as DATABASE, CURRENT_SCHEMA() as SCHEMA, CURRENT_WAREHOUSE() as WAREHOUSE"
01ba7cd4-0000-bc4a-0000-00014e7661cd,RIYA98,2025-02-18 18:28:04.196 -0800,create stage if not exists IDENTIFIER('HOL_DB.harmonized.deployment') comment='deployments managed by Snowflake CLI'
01ba7cf5-0000-bcc7-0000-00014e76e065,RIYA98,2025-02-18 19:01:16.324 -0800,desc result '01ba7cf5-0000-bc78-0000-00014e764239'
01ba7cd4-0000-bc97-0000-00014e7671bd,RIYA98,2025-02-18 18:28:04.126 -0800,describe procedure IDENTIFIER('hol_db.harmonized.orders_update_sp')()
01ba7ce6-0000-bcb8-0000-00014e76a24d,RIYA98,2025-02-18 18:46:02.025 -0800,"call SYSTEM$GET_PENDING_OUTGOING_WORKFLOW_REQUESTS(?, ?)"
01ba7cd4-0000-bc8b-0000-00014e76920d,RIYA98,2025-02-18 18:28:04.705 -0800,"create or replace procedure IDENTIFIER('hol_db.harmonized.orders_update_sp')()
copy grants
returns string
language python
runtime_version=3.10
imports=('@HOL_DB.harmonized.deployment/hol/orders_update_sp.zip')
handler='procedure.main'
packages=('snowflake-snowpark-python')"
01ba7d38-0000-bc78-0000-00014e764269,RIYA98,2025-02-18 20:08:10.542 -0800,"create or replace function IDENTIFIER('hol_db.analytics.fahrenheit_to_celsius_udf')(temp_f float)
copy grants
returns float
language python
runtime_version=3.10
imports=('@HOL_DB.analytics.deployment/hol/fahrenheit_to_celsius_udf.zip')
handler='function.main'
packages=('snowflake-snowpark-python','scipy')"
01ba7cd0-0000-bcc7-0000-00014e76e005,RIYA98,2025-02-18 18:24:50.526 -0800,SELECT EXISTS (SELECT * FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_SCHEMA = 'HARMONIZED' AND TABLE_NAME = 'ORDERS') AS TABLE_EXISTS
01ba7cf4-0000-bc71-0000-00014e763279,RIYA98,2025-02-18 19:00:02.014 -0800,"show grants on DATABASE IDENTIFIER('""HOL_DB""')"
01ba7cd4-0000-bcc7-0000-00014e76e009,RIYA98,2025-02-18 18:28:04.045 -0800,show integrations
01ba7cf5-0000-bcc7-0000-00014e76e069,RIYA98,2025-02-18 19:01:44.078 -0800,desc result '01ba7cf5-0000-bc78-0000-00014e764239'
01ba7cd1-0000-bcb8-0000-00014e76a1b5,RIYA98,2025-02-18 18:25:22.758 -0800,select system$cancel_all_queries(5611339937)
01ba7cf5-0000-bc63-0000-00014e76f06d,RIYA98,2025-02-18 19:01:11.384 -0800,USE WAREHOUSE HOL_WH;
01ba7cd4-0000-bc4e-0000-00014e76b18d,RIYA98,2025-02-18 18:28:04.348 -0800,put file:///workspaces/sfguide-data-engineering-with-snowpark-python/steps/06_orders_update_sp/orders_update_sp.zip @HOL_DB.harmonized.deployment/hol/ auto_compress=false parallel=4 overwrite=True
01ba7cf5-0000-bc63-0000-00014e76f071,RIYA98,2025-02-18 19:01:12.033 -0800,desc result '01ba7cf5-0000-bc4e-0000-00014e76b1f9'
01ba7cd1-0000-bc64-0000-00014e76818d,RIYA98,2025-02-18 18:25:22.527 -0800,ALTER WAREHOUSE HOL_WH SET WAREHOUSE_SIZE = XSMALL
01ba7cf5-0000-bc63-0000-00014e76f075,RIYA98,2025-02-18 19:01:15.236 -0800,ALTER WAREHOUSE HOL_WH SET WAREHOUSE_SIZE = XSMALL;
01ba7cfa-0000-bc4a-0000-00014e766261,RIYA98,2025-02-18 19:06:09.075 -0800,"SHOW TASKS IN SCHEMA IDENTIFIER('""HOL_DB"".""HARMONIZED""') LIMIT 10000"
01ba7cf7-0000-bc8b-0000-00014e7692f1,RIYA98,2025-02-18 19:03:03.282 -0800,"SELECT *
FROM TABLE(INFORMATION_SCHEMA.TASK_HISTORY(
    SCHEDULED_TIME_RANGE_START=>DATEADD('DAY',-1,CURRENT_TIMESTAMP()),
    RESULT_LIMIT => 100))
ORDER BY SCHEDULED_TIME DESC
;"
01ba7cf6-0000-bcc7-0000-00014e76e07d,RIYA98,2025-02-18 19:02:25.611 -0800,"show terse USER PROCEDURES in SCHEMA IDENTIFIER('""HOL_DB"".""HARMONIZED""')"
01ba7cf6-0000-bc63-0000-00014e76f079,RIYA98,2025-02-18 19:02:24.324 -0800,show WAREHOUSES
01ba7cf4-0000-bc64-0000-00014e76821d,SYSTEM,2025-02-18 19:00:49.675 -0800,ALTER WAREHOUSE HOL_WH SET WAREHOUSE_SIZE = XSMALL
01ba7cda-0000-bc8b-0000-00014e769211,RIYA98,2025-02-18 18:34:45.294 -0800,SELECT EXISTS (SELECT * FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_SCHEMA = 'ANALYTICS' AND TABLE_NAME = 'DAILY_CITY_METRICS') AS TABLE_EXISTS
01ba7ce5-0000-bc97-0000-00014e7671cd,RIYA98,2025-02-18 18:45:22.686 -0800,"select SYSTEM$BOOTSTRAP_DATA_REQUEST('ACCOUNT','CURRENT_SESSION','USER')"
01ba7cfa-0000-bcc7-0000-00014e76e091,RIYA98,2025-02-18 19:06:06.651 -0800,"SELECT SYSTEM$GET_CLASSIFICATION_STATUS_WITH_ELIGIBILITY(?, true );"
01ba7ce5-0000-bc4a-0000-00014e7661e5,RIYA98,2025-02-18 18:45:33.985 -0800,"CREATE OR REPLACE TASK DAILY_CITY_METRICS_UPDATE_TASK
WAREHOUSE = HOL_WH
AFTER ORDERS_UPDATE_TASK
WHEN
  SYSTEM$STREAM_HAS_DATA('ORDERS_STREAM')
AS
CALL ANALYTICS.DAILY_CITY_METRICS_UPDATE_SP();"
01ba7cea-0000-bc78-0000-00014e764209,RIYA98,2025-02-18 18:50:30.381 -0800,"show terse GIT REPOSITORIES in SCHEMA IDENTIFIER('""HOL_DB"".""ANALYTICS""')"
01ba7cfa-0000-bc63-0000-00014e76f089,RIYA98,2025-02-18 19:06:15.068 -0800,"SELECT SCHEDULED_TIME, QUERY_START_TIME, COMPLETED_TIME, initcap(STATE) as STATE, ERROR_CODE, ERROR_MESSAGE, DATEDIFF('ms', QUERY_START_TIME, COALESCE(COMPLETED_TIME, current_timestamp())) as DURATION, QUERY_ID, NAME, SCHEMA_NAME, DATABASE_NAME, RETURN_VALUE, GRAPH_RUN_GROUP_ID, ATTEMPT_NUMBER FROM table(""HOL_DB"".INFORMATION_SCHEMA.TASK_HISTORY(task_name => 'ORDERS_UPDATE_TASK', scheduled_time_range_start => TO_TIMESTAMP_LTZ('2025-02-12T05:00:00.000Z', 'AUTO'), scheduled_time_range_end => TO_TIMESTAMP_LTZ('2025-02-19T05:00:00.000Z', 'AUTO'), result_limit => 10000)) WHERE schema_name = 'HARMONIZED' AND database_name = 'HOL_DB' ORDER BY SCHEDULED_TIME DESC LIMIT 300"
01ba7ce6-0000-bc4a-0000-00014e7661f5,RIYA98,2025-02-18 18:46:04.661 -0800,"show grants on SCHEMA IDENTIFIER('""SNOWFLAKE"".""ACCOUNT_USAGE""')"
01ba7cfa-0000-bc67-0000-00014e7651e5,RIYA98,2025-02-18 19:06:24.976 -0800,"select ENTITY_DETAIL(?, ?, ?)"
01ba7ce6-0000-bc4a-0000-00014e7661f1,RIYA98,2025-02-18 18:46:02.033 -0800,show terse ROLES
01ba7cfa-0000-bc78-0000-00014e76425d,RIYA98,2025-02-18 19:06:06.692 -0800,"show terse STREAMS in SCHEMA IDENTIFIER('""HOL_DB"".""HARMONIZED""') limit 1001"
01ba7ce6-0000-bc78-0000-00014e7641e5,RIYA98,2025-02-18 18:46:07.107 -0800,call SYSTEM$FETCH_AUTHORIZED_ACTIONS()
01ba7cf2-0000-bc4a-0000-00014e76621d,RIYA98,2025-02-18 18:58:50.816 -0800,"SELECT CURRENT_ROLE() as ROLE, CURRENT_SECONDARY_ROLES() as SECONDARY_ROLES, CURRENT_DATABASE() as DATABASE, CURRENT_SCHEMA() as SCHEMA, CURRENT_WAREHOUSE() as WAREHOUSE"
01ba7ce5-0000-bc97-0000-00014e7671d1,RIYA98,2025-02-18 18:45:32.922 -0800,"SELECT CURRENT_ROLE() as ROLE, CURRENT_SECONDARY_ROLES() as SECONDARY_ROLES, CURRENT_DATABASE() as DATABASE, CURRENT_SCHEMA() as SCHEMA, CURRENT_WAREHOUSE() as WAREHOUSE"
01ba7cf2-0000-bcb8-0000-00014e76a289,RIYA98,2025-02-18 18:58:50.914 -0800,desc result '01ba7cf2-0000-bc71-0000-00014e763275'
01ba7cf4-0000-bc8b-0000-00014e76925d,RIYA98,2025-02-18 19:00:06.193 -0800,"SHOW PARAMETERS LIKE '%TASK%' FOR TASK IDENTIFIER('""HOL_DB"".""HARMONIZED"".""ORDERS_UPDATE_TASK""')"
01ba7cf4-0000-bc63-0000-00014e76f065,RIYA98,2025-02-18 19:00:03.284 -0800,"show terse STAGES in SCHEMA IDENTIFIER('""HOL_DB"".""HARMONIZED""')"
01ba7cfa-0000-bc8b-0000-00014e7692f9,RIYA98,2025-02-18 19:06:06.679 -0800,"show terse USER FUNCTIONS in SCHEMA IDENTIFIER('""HOL_DB"".""HARMONIZED""')"
01ba7cf4-0000-bc63-0000-00014e76f069,RIYA98,2025-02-18 19:00:05.596 -0800,"select get_ddl(?, ?, ?) as ddl"
01ba7ce5-0000-bc4a-0000-00014e7661e1,RIYA98,2025-02-18 18:45:33.248 -0800,USE SCHEMA HOL_DB.HARMONIZED;
01ba7cfa-0000-bc71-0000-00014e763295,RIYA98,2025-02-18 19:06:06.655 -0800,"show terse GIT REPOSITORIES in SCHEMA IDENTIFIER('""HOL_DB"".""HARMONIZED""')"
01ba7ceb-0000-bc97-0000-00014e767201,RIYA98,2025-02-18 18:51:15.836 -0800,call daily_city_metrics_update_sp()
01ba7cfa-0000-bc71-0000-00014e763299,RIYA98,2025-02-18 19:06:06.698 -0800,"select ENTITY_DETAIL(?, ?, ?)"
01ba7ce5-0000-bc78-0000-00014e7641d1,RIYA98,2025-02-18 18:45:34.406 -0800,show databases
01ba7cfa-0000-bc71-0000-00014e76329d,RIYA98,2025-02-18 19:06:09.073 -0800,"select ENTITY_DETAIL(?, ?, ?)"
01ba7ce5-0000-bc78-0000-00014e7641cd,RIYA98,2025-02-18 18:45:23.593 -0800,show databases
01ba7cf6-0000-bc67-0000-00014e7651c1,RIYA98,2025-02-18 19:02:25.595 -0800,"show terse STREAMS in SCHEMA IDENTIFIER('""HOL_DB"".""HARMONIZED""') limit 1001"
01ba7cf4-0000-bc63-0000-00014e76f061,RIYA98,2025-02-18 19:00:01.997 -0800,"select ENTITY_DETAIL(?, ?, ?)"
01ba7cdd-0000-bc64-0000-00014e7681a1,RIYA98,2025-02-18 18:37:28.987 -0800,create stage if not exists IDENTIFIER('HOL_DB.analytics.deployment') comment='deployments managed by Snowflake CLI'
01ba7ce5-0000-bc4e-0000-00014e76b19d,RIYA98,2025-02-18 18:45:33.344 -0800,desc result '01ba7ce5-0000-bcc7-0000-00014e76e015'
01ba7d39-0000-bcb8-0000-00014e76a2c9,RIYA98,2025-02-18 20:09:00.268 -0800,describe procedure IDENTIFIER('hol_db.analytics.daily_city_metrics_update_sp')()
01ba7cdd-0000-bcb8-0000-00014e76a1c5,RIYA98,2025-02-18 18:37:29.108 -0800,put file:///workspaces/sfguide-data-engineering-with-snowpark-python/steps/07_daily_city_metrics_update_sp/daily_city_metrics_update_sp.zip @HOL_DB.analytics.deployment/hol/ auto_compress=false parallel=4 overwrite=True
